Subject,AverageStudyTime,AverageBreakTime,PredictedGrade,PredictedKnowledgeLevel
History,47,11,65,3
History,78,22,100,5
History,61,30,66,3
English,96,9,93,5
English,114,11,91,1
English,112,11,70,3
History,31,28,93,1
Science,84,14,99,5
Math,96,29,94,2
History,80,14,72,1
English,68,30,62,1
Science,35,30,100,1
English,114,24,61,4
History,58,26,99,3
Math,88,26,75,3
English,109,27,69,2
English,77,15,60,3
Science,31,25,87,4
History,119,16,72,2
Math,91,29,94,4
Math,79,14,87,1
History,112,16,78,2
Science,36,12,64,3
Science,56,5,78,2
English,105,26,88,3
English,93,6,82,4
History,35,19,85,3
English,71,6,67,1
History,88,30,87,3
Math,111,25,83,2
Math,78,14,96,4
English,118,6,97,2
Science,103,5,84,5
English,80,17,62,2
English,98,29,91,4
History,98,25,98,5
History,106,16,98,4
Math,81,29,61,2
Science,50,26,80,3
Math,51,10,90,1
English,106,15,64,2
Math,73,26,78,2
History,116,14,82,1
English,104,14,81,5
Science,53,11,91,3
History,95,14,89,5
History,84,29,77,1
Science,90,18,76,1
History,66,26,98,3
Math,102,19,82,1
History,30,14,61,3
Science,79,23,99,4
Science,38,17,72,2
English,75,7,93,3
History,78,27,92,4
Math,30,25,89,4
Math,94,15,87,5
English,77,26,81,3
Science,91,22,97,5
History,58,20,91,3
English,118,13,90,5
Science,84,18,71,2
Math,68,14,96,3
Science,91,13,68,4
English,30,30,77,1
History,90,7,83,5
History,76,23,69,2
History,114,28,87,1
History,34,9,89,2
Science,116,28,79,5
English,117,21,94,2
History,79,28,78,1
Science,77,7,69,4
Math,113,18,82,2
Math,115,14,71,4
Math,106,10,100,1
Math,119,9,87,3
History,71,10,71,5
Math,65,18,89,1
Math,93,6,85,3
Math,51,16,77,5
Science,120,7,84,3
History,120,27,65,3
English,34,15,71,1
English,117,27,61,5
English,31,6,81,1
Math,68,26,93,4
History,107,22,72,5
Math,108,10,68,2
English,55,8,76,4
English,71,6,100,1
English,39,10,63,5
English,90,17,91,2
English,93,23,86,3
History,62,22,93,3
Math,52,13,81,2
Math,110,28,60,3
English,48,22,93,5
English,98,14,77,4
History,62,6,98,1
History,31,8,82,2
Science,116,20,93,3
English,41,11,78,1
English,38,8,75,1
Math,89,15,71,5
English,76,14,72,3
History,59,19,98,5
History,114,7,92,5
Math,85,22,65,3
History,47,19,86,3
Science,116,20,61,3
History,31,13,68,5
Math,104,9,91,5
Math,77,21,96,2
English,108,12,72,2
Science,89,18,90,1
Math,39,5,82,1
Math,40,8,75,1
History,43,9,61,1
English,60,14,71,4
English,80,23,68,5
History,78,25,81,4
English,89,11,69,5
Math,36,13,73,3
English,39,26,67,5
History,81,16,94,5
History,74,29,82,4
Math,102,13,81,3
English,86,21,60,5
History,35,20,68,2
History,75,30,65,1
Science,89,24,64,5
History,103,29,96,1
Math,82,11,71,4
Math,85,15,84,4
Math,90,17,74,5
Math,83,5,74,5
English,73,10,83,3
History,62,19,81,1
English,55,11,86,5
Math,81,26,73,2
English,100,11,81,1
English,86,29,68,3
Math,53,6,83,5
History,32,28,77,2
Science,88,11,85,5
English,84,5,65,1
English,61,13,67,2
English,60,15,93,2
English,54,11,76,3
English,100,9,66,2
Science,66,15,87,5
Math,50,24,85,2
Science,66,11,67,3
History,44,18,79,5
English,81,15,76,2
English,64,27,61,4
English,86,13,82,3
Math,33,12,71,4
English,104,21,60,1
English,90,28,77,2
Math,85,25,65,4
History,92,11,67,2
Science,99,17,100,1
History,67,17,82,3
Science,95,5,94,3
Math,54,5,76,5
English,45,11,63,4
Math,65,27,77,4
Science,51,7,99,1
Math,48,30,79,2
History,114,26,80,4
English,118,15,93,4
Science,80,29,100,5
History,95,7,93,5
English,80,23,80,1
Math,47,19,77,5
English,80,19,61,2
English,34,5,94,5
Math,88,20,84,3
History,66,23,99,3
Science,79,11,96,5
Math,69,7,81,4
English,59,30,64,2
History,92,25,93,3
English,74,19,94,5
Math,67,6,83,5
English,110,18,96,4
Science,71,20,60,5
English,96,16,70,3
English,85,21,97,5
Math,58,10,64,5
History,37,5,99,3
Science,78,29,82,1
History,34,30,61,4
Science,119,11,85,2
History,113,25,84,2
English,40,8,77,2
Science,119,28,93,2
Math,106,6,96,3
Science,44,19,87,5
History,93,18,87,2
English,61,16,66,4
English,57,21,85,4
Math,38,5,86,2
Math,120,22,96,3
Math,98,21,85,1
History,76,16,94,3
Science,74,5,78,5
History,78,23,96,1
English,59,10,97,4
Math,50,27,84,5
Science,34,11,62,2
History,113,6,82,3
English,84,15,80,2
English,85,15,68,1
Science,70,28,80,1
English,61,9,100,5
English,98,26,92,5
Science,106,9,93,2
English,34,17,75,3
Math,73,15,77,5
English,65,30,81,2
Science,30,28,89,3
History,33,6,81,3
Math,113,7,80,1
History,35,6,83,3
Science,38,19,71,2
English,43,29,67,5
Math,116,11,99,1
Math,34,28,60,3
History,106,22,100,3
English,80,30,89,3
Science,55,14,96,1
Math,50,8,93,3
History,49,13,71,1
History,60,25,82,3
Math,80,27,88,1
Science,84,23,85,3
Math,118,14,88,3
English,120,14,60,3
Math,62,7,80,1
English,52,16,100,2
English,39,11,66,4
Math,84,28,74,2
Math,76,11,71,1
Science,86,23,87,1
History,60,15,67,1
Math,103,22,82,5
Math,61,21,87,1
English,93,16,72,1
Math,99,18,86,1
Science,73,29,70,3
Math,110,19,96,5
History,51,21,68,1
English,71,7,84,5
History,40,12,99,2
Science,70,19,80,1
English,117,29,64,4
Science,64,18,60,4
Science,105,27,89,2
History,36,7,83,4
English,108,8,73,4
Science,79,13,78,5
English,32,10,91,5
Science,69,9,100,2
History,55,16,67,2
English,80,24,96,3
History,88,25,63,2
History,60,30,94,3
Math,58,7,99,3
English,57,14,83,1
Science,76,17,73,4
English,49,24,93,3
History,118,16,80,3
History,38,21,60,2
Math,62,28,85,2
Science,50,25,67,1
History,111,6,71,3
Science,42,14,95,3
History,43,16,90,3
History,37,8,83,3
English,94,19,92,5
English,63,10,93,4
Science,89,20,63,1
Science,56,29,65,1
History,119,5,77,4
Math,54,24,62,5
Science,80,5,98,4
Math,65,23,76,4
English,106,26,95,3
Math,91,16,95,5
English,38,30,81,4
English,50,17,87,3
History,91,29,100,5
History,51,6,74,1
History,105,25,94,1
History,118,21,80,1
Math,32,29,68,1
English,105,17,90,5
Science,34,11,87,1
Science,38,23,66,1
History,117,30,75,4
Math,119,9,93,1
Math,45,27,60,3
Science,90,26,70,5
English,55,23,89,4
Science,96,19,86,5
Math,33,18,92,1
Science,57,5,92,2
Science,73,16,65,1
Math,116,24,92,4
English,52,27,97,2
English,108,5,100,4
History,45,17,75,2
Math,96,28,98,5
Math,49,10,71,5
Math,91,7,100,5
History,67,12,60,3
History,33,28,70,5
English,71,17,69,2
Science,87,5,68,5
History,32,15,82,4
Math,109,15,94,5
Math,113,19,83,1
Science,34,10,77,1
Math,65,25,69,2
English,31,30,100,3
History,114,15,61,1
Math,44,19,78,4
History,63,17,84,5
History,107,7,62,4
Science,71,23,77,3
English,109,16,75,1
Math,55,20,63,5
Science,67,21,61,1
Math,78,15,64,2
Math,97,11,92,2
English,32,7,77,5
History,74,13,70,5
Math,50,27,75,2
Science,45,5,75,3
Science,45,12,65,1
English,52,14,97,3
English,73,23,78,4
English,72,16,83,5
English,59,11,88,5
Science,108,14,100,3
Science,75,6,69,3
English,104,8,80,3
Math,98,14,68,3
History,38,24,71,2
History,54,17,69,1
Math,92,13,81,3
Science,113,16,66,3
Science,88,19,91,1
History,71,6,62,2
Math,104,21,71,2
English,92,14,96,3
History,48,17,83,2
Science,49,7,81,3
History,30,14,72,3
Math,104,7,93,1
Science,105,11,89,4
Math,36,6,82,2
English,68,7,93,1
Math,60,25,68,3
Science,102,15,87,1
History,43,5,92,2
English,93,24,95,4
Science,117,22,98,5
English,46,7,61,1
History,44,5,68,2
Math,36,17,67,3
English,67,10,66,5
English,34,9,93,3
Science,32,21,86,4
English,85,17,75,5
History,85,21,89,2
Science,41,26,85,2
Science,120,25,85,1
English,94,7,97,2
Science,114,20,88,4
English,83,26,73,1
English,82,30,96,3
English,93,24,71,5
Math,100,11,61,2
English,81,8,60,4
History,94,6,97,2
Science,52,6,69,3
History,87,6,85,3
Science,81,15,73,4
English,117,19,84,3
Science,39,14,95,4
History,85,18,98,2
History,111,17,99,4
History,42,7,99,5
History,82,9,91,2
Math,40,9,73,4
History,107,29,88,4
English,44,25,87,5
English,43,16,85,4
English,112,23,83,2
Math,35,16,60,4
English,49,23,72,2
English,41,24,81,4
Math,59,25,65,3
English,119,19,89,3
History,42,24,88,3
Math,76,9,94,3
English,81,27,78,4
History,60,18,70,3
Science,83,25,92,5
History,38,8,95,5
History,63,27,66,1
Science,70,26,90,2
Science,109,22,62,5
English,54,24,69,5
English,45,29,98,5
Science,92,10,83,1
Science,79,22,69,3
Math,58,26,72,5
Science,43,20,87,4
Science,53,18,61,3
History,44,18,87,2
Science,65,23,80,2
English,31,18,62,2
Science,38,22,85,4
Science,74,19,88,4
Science,54,5,100,1
Science,94,23,76,4
Math,62,29,92,2
History,82,11,62,3
History,30,10,81,3
Math,80,10,68,2
English,103,29,74,5
History,73,12,63,2
Math,83,10,85,2
History,41,8,78,5
History,78,12,66,1
Science,92,5,68,3
Math,33,7,85,3
History,41,9,72,4
English,94,25,98,2
Science,67,23,71,2
Science,50,25,98,3
Math,93,6,76,3
Science,116,22,69,4
Science,84,5,85,3
Science,83,20,60,5
History,90,24,90,2
Math,82,26,80,4
Math,37,19,80,2
Science,75,18,84,5
History,58,10,68,5
English,63,10,68,2
Science,71,21,64,1
History,115,17,87,1
History,105,29,78,5
Science,101,20,76,4
Science,44,17,91,1
Science,84,13,86,3
Math,112,11,72,3
Math,103,6,60,1
English,71,30,68,4
English,109,20,69,2
History,76,15,100,5
English,92,15,85,2
Math,79,14,96,2
Math,106,29,97,3
History,84,20,88,2
Science,92,19,89,1
History,36,27,64,5
Science,78,18,63,3
English,107,18,95,4
Math,118,20,75,4
English,72,18,99,1
Math,117,9,63,2
English,106,24,79,3
Math,84,26,67,3
Math,46,20,92,4
English,119,5,85,2
History,76,21,92,2
Math,83,14,64,4
English,98,6,65,4
English,108,30,78,1
English,97,16,91,5
English,43,28,68,3
History,83,20,68,1
English,31,12,95,4
English,109,28,65,1
Science,97,9,70,2
English,109,14,65,5
English,109,11,67,2
History,34,18,92,4
Science,57,17,91,1
Math,51,9,100,4
History,83,7,62,2
Science,91,15,77,4
History,65,14,85,5
History,32,17,88,1
Math,45,18,64,5
English,81,13,67,2
Science,37,6,94,2
English,60,25,85,2
English,45,29,85,3
English,61,11,95,5
History,95,24,77,2
English,80,19,67,4
English,87,18,82,4
Science,41,22,67,3
History,101,26,97,1
Science,54,25,65,1
History,78,10,100,5
Math,112,11,87,5
Science,93,20,73,4
Science,120,14,76,3
Science,114,5,65,3
English,76,15,72,5
History,47,26,67,2
Math,45,29,73,2
Math,42,24,72,4
History,85,20,74,4
History,56,16,98,2
History,100,19,80,3
History,83,11,90,1
Math,83,15,98,4
English,85,10,86,5
History,46,6,81,4
English,58,21,95,5
Math,43,11,99,5
History,34,20,79,3
Science,71,18,61,4
History,112,11,87,5
English,46,17,78,2
Math,72,28,80,3
Math,31,25,73,3
English,34,12,100,4
Math,107,16,62,3
History,106,8,73,2
English,88,11,71,5
History,88,17,87,4
Science,109,5,100,3
History,113,13,65,4
Math,41,8,72,3
History,113,11,86,5
English,57,9,89,1
Science,119,12,86,3
Science,71,15,68,4
Math,110,20,87,5
Math,40,8,66,3
History,62,5,90,5
Math,87,25,88,5
English,97,18,96,4
Science,97,12,82,2
English,89,16,81,3
History,91,30,82,1
Science,85,26,88,1
History,108,17,100,3
Math,67,13,91,3
Math,117,18,78,4
Science,115,8,80,1
English,55,7,62,2
Math,93,30,93,5
History,47,25,77,2
Math,96,11,78,1
Math,62,17,83,4
English,84,28,60,4
History,90,16,89,1
History,76,21,78,1
Math,41,22,81,5
Science,60,8,80,5
Science,64,28,93,5
Science,32,16,75,1
Science,83,25,66,2
English,104,6,89,3
Science,102,24,91,5
Math,78,24,63,3
Math,96,11,87,1
Science,55,6,68,2
Science,53,18,69,3
Math,112,20,84,4
Science,103,11,63,5
Math,47,28,92,5
Science,118,14,79,3
English,49,7,74,1
Math,118,28,94,5
English,99,20,75,5
Science,44,20,80,2
Math,49,26,88,4
Math,32,6,77,3
History,106,18,64,3
English,64,16,89,3
History,83,27,61,2
Science,33,5,64,1
English,69,21,82,3
Science,63,26,97,4
Science,79,26,87,4
Science,117,19,88,5
Math,49,20,90,1
Science,73,6,97,3
Science,32,25,71,4
Math,97,24,76,5
History,56,29,96,3
Math,94,10,70,2
English,66,28,95,1
English,57,23,92,3
English,100,17,93,4
English,68,5,75,5
Math,48,11,96,1
Math,71,10,74,1
Math,40,30,61,4
Math,31,11,74,4
Science,45,14,64,2
Math,84,13,84,2
English,69,30,83,2
Science,109,14,68,5
History,77,9,79,2
History,71,17,87,4
Math,37,23,61,3
History,50,21,84,5
Science,96,28,69,4
Math,101,10,73,2
Science,50,9,91,5
English,84,22,77,5
Science,53,29,92,2
Math,120,10,76,3
History,113,5,62,3
English,55,26,92,4
Math,59,8,69,2
Math,114,6,69,2
Math,74,23,86,5
Science,106,26,65,2
History,72,5,93,4
History,64,7,81,3
History,59,21,82,4
History,75,9,77,4
History,85,15,72,3
Math,91,17,95,5
English,45,12,90,4
English,64,25,87,5
Science,75,20,100,4
Math,57,21,99,1
History,30,28,96,5
English,31,7,75,4
Math,93,7,74,4
Science,118,21,77,4
Science,56,9,73,1
English,51,29,60,5
History,63,11,72,4
English,96,22,81,2
Math,65,23,68,1
Science,113,7,77,5
Science,109,14,74,3
Science,99,16,89,4
Math,41,20,81,5
Math,83,21,70,5
English,120,24,92,3
English,59,19,70,1
English,32,11,98,5
History,47,12,93,5
Math,109,23,70,2
History,73,30,78,3
English,77,24,89,1
Math,77,10,98,4
Science,80,26,81,1
Math,37,27,83,4
History,34,9,95,4
Math,55,28,75,1
Science,39,22,84,1
Math,58,8,62,1
Science,51,17,63,2
Math,109,7,82,1
History,57,15,68,5
English,115,16,71,3
English,80,30,97,4
Math,101,15,81,1
History,90,18,70,3
Science,118,24,92,3
Science,31,27,97,2
History,58,18,94,3
Science,76,16,61,4
Math,35,24,84,4
History,101,29,61,4
English,82,24,88,4
History,100,28,71,4
English,37,30,62,2
Math,53,9,90,4
English,81,6,89,5
Math,61,21,69,5
Science,120,30,61,2
History,46,11,63,1
History,58,12,82,1
Math,64,26,96,3
English,104,11,90,3
English,88,19,73,1
English,106,7,88,5
Science,34,29,100,2
English,112,18,71,3
Science,116,14,66,3
Science,79,22,89,2
English,99,12,63,4
English,51,13,84,4
Math,30,19,66,3
History,89,11,72,5
History,46,5,84,5
Science,42,6,80,4
Math,51,18,98,4
English,108,17,85,3
Math,65,21,98,2
History,101,21,85,3
Science,41,25,72,2
History,114,27,81,2
English,53,23,98,4
Math,34,16,64,2
Science,42,28,80,3
Math,30,22,100,3
English,69,26,61,3
History,48,17,67,2
History,34,29,90,4
History,117,14,85,5
Science,65,5,98,1
Science,107,10,82,4
Science,114,6,88,5
History,38,21,99,5
History,93,29,76,4
Math,79,20,69,4
English,83,17,94,5
English,66,30,64,1
History,110,28,71,4
English,46,22,62,4
Math,58,25,84,1
History,100,18,61,1
English,76,17,90,1
History,119,27,76,2
History,99,22,87,1
Math,116,26,72,5
Science,35,21,94,1
Math,71,29,83,1
Science,47,16,97,5
History,49,29,77,2
Science,120,30,71,3
History,57,8,91,2
History,114,27,68,2
History,85,17,74,2
History,74,13,99,3
History,103,23,87,2
History,86,11,78,4
Science,107,8,71,1
History,67,18,92,5
Math,116,21,66,3
History,71,16,83,2
Math,82,5,71,3
History,64,15,71,4
English,96,9,71,4
Science,85,16,82,2
English,66,14,78,2
English,78,12,94,5
Math,52,12,94,2
Science,111,25,62,1
Science,38,26,74,5
History,99,12,64,5
Science,88,24,78,1
Math,100,22,76,5
English,110,20,61,3
English,116,22,80,3
English,104,11,72,4
Math,67,17,66,1
English,106,27,93,4
Math,107,27,63,4
History,50,30,75,3
History,65,5,67,2
Science,62,27,88,4
Science,81,7,99,3
History,60,26,66,5
History,84,28,84,3
History,85,15,63,1
Math,83,20,71,5
Math,79,21,66,4
Science,115,8,74,3
English,108,27,61,4
English,36,29,97,3
English,102,9,61,2
English,53,23,62,2
History,89,5,81,3
English,40,23,97,1
Science,43,13,85,1
Science,98,5,82,4
Math,44,20,64,1
History,33,30,97,3
History,35,8,64,5
History,118,7,75,3
English,74,11,63,1
History,59,15,84,4
Math,36,29,98,4
English,77,7,65,3
Math,69,7,83,4
History,115,5,61,1
Math,33,28,67,4
Science,93,15,62,4
Math,67,25,74,1
History,109,15,61,2
English,85,19,98,5
History,70,6,71,4
Math,49,16,99,1
English,59,10,95,2
History,40,26,63,1
English,38,8,62,3
Science,62,14,86,2
Math,104,26,82,2
Math,86,8,85,1
History,94,10,67,2
History,63,19,71,3
English,57,27,88,1
History,70,15,74,3
Science,74,7,83,5
Science,85,30,76,3
English,96,14,94,1
English,102,30,95,5
Science,39,20,64,2
Math,98,13,98,4
Math,35,15,71,2
Math,89,8,76,2
English,120,25,63,3
History,31,17,73,5
Math,37,8,93,2
History,120,30,82,5
Math,30,24,68,4
History,118,17,71,3
English,69,7,78,1
Math,120,13,99,4
English,115,18,100,1
Math,117,22,87,1
History,105,18,66,2
Math,105,16,98,4
English,65,18,95,1
History,92,27,64,2
History,55,16,77,5
Science,115,17,69,3
Math,112,20,71,1
Science,101,15,81,2
Science,98,6,86,3
English,111,22,97,5
Science,88,6,83,4
Science,61,30,60,1
History,77,10,94,4
Science,36,15,71,5
English,106,14,92,4
Math,95,18,88,2
History,63,19,66,3
Science,107,24,63,1
English,85,12,72,3
Math,36,16,81,5
English,35,5,82,3
History,81,12,96,2
History,60,20,96,4
Science,70,21,100,2
Math,91,18,79,2
English,82,19,84,1
English,61,24,85,4
History,31,29,71,4
English,44,15,75,1
Science,101,12,87,2
Science,104,24,96,1
History,93,13,70,1
Math,105,8,74,5
Math,105,15,76,1
Math,80,20,84,4
Math,88,27,71,5
History,37,14,99,4
History,71,7,94,2
Science,60,19,72,2
Science,96,10,88,5
Science,74,6,99,5
Math,46,16,72,1
History,61,15,85,4
History,30,10,91,3
History,56,13,79,5
History,109,8,98,3
History,66,26,69,3
Science,30,30,81,4
Math,46,8,93,5
History,32,13,80,4
Science,64,10,97,1
Math,76,11,94,2
Science,63,7,96,4
Math,98,14,68,4
English,77,5,65,3
Science,115,28,81,5
History,57,27,62,2
Science,87,5,98,3
History,63,10,69,5
English,58,18,86,4
History,96,7,84,5
Math,106,28,95,5
English,108,7,60,3
English,102,6,62,2
Math,64,9,93,4
History,74,28,87,3
Science,41,22,76,5
History,72,29,87,3
History,66,7,71,3
Math,107,5,60,1
Science,99,29,100,1
English,97,8,72,1
History,36,17,87,1
Science,60,8,98,2
Math,63,8,94,4
Math,42,11,71,1
English,69,11,74,1
Science,55,19,61,3
Science,104,28,86,5
Science,48,16,91,4
English,85,18,61,4
Science,114,28,97,4
Math,100,7,66,4
Science,71,30,95,2
Science,94,26,66,3
Math,59,8,86,5
Math,57,11,96,5
English,103,5,93,5
Math,115,23,79,5
History,59,30,91,4
History,69,13,100,3
Science,48,25,69,1
Math,39,21,60,1
Science,63,22,83,4
Science,58,18,83,2
English,57,29,75,5
Science,30,22,78,1
Science,59,29,90,3
Math,46,29,85,3
Science,34,10,63,3
English,71,24,100,4
English,42,16,63,3
Math,57,20,91,5
Math,64,9,82,1
Math,46,22,99,5
Science,66,23,82,4
History,48,22,78,2
History,96,10,64,2
History,104,27,65,5
Science,53,14,62,1
History,75,7,78,4
Science,94,21,81,3
History,65,17,88,1
Science,81,6,99,5
Science,66,25,73,1
English,90,27,64,4
English,51,22,96,2
History,99,26,67,4
Math,38,6,97,1
English,115,21,99,4
History,47,22,60,3
History,110,8,73,3
Science,50,30,69,3
Math,33,26,65,3
History,118,7,84,5
Math,38,5,79,1
Math,61,25,66,5
Science,58,21,69,2
Math,51,17,62,2
Math,65,26,92,2
Math,91,13,81,3
History,102,27,90,4
Science,30,14,85,2
English,62,13,80,4
History,49,14,65,5
English,56,25,61,1
Math,31,25,97,4
English,89,6,73,5
Math,46,20,64,4
History,104,22,83,5
History,67,10,61,4
Science,110,27,61,4
Science,84,9,77,4
English,57,11,62,2
History,78,15,81,2
Math,48,10,80,4
History,120,30,88,4
English,99,10,64,4
Math,105,12,62,5
History,70,21,94,2
History,38,5,76,5
History,54,25,64,4
Math,77,6,87,4
Science,46,17,73,2
Math,46,10,86,5
English,102,17,70,2
English,49,23,93,5
English,49,27,97,3
History,38,25,82,4
History,83,14,85,3
History,94,16,75,2
Math,71,8,75,3
English,83,18,85,5
English,109,23,95,5
History,70,6,99,1
History,47,18,61,3
English,120,11,76,1
History,31,17,69,5
English,118,28,100,5
History,90,19,60,4
English,73,20,86,5
Math,95,20,94,2
Science,63,30,60,4
Math,96,22,78,3
Math,106,30,61,1
Science,66,5,75,3
Math,52,15,81,4
History,48,15,96,3
English,96,23,94,3
History,85,18,69,5
Math,57,5,94,3
Science,120,10,72,4
Science,72,20,79,5
Science,104,25,65,3
Science,52,10,79,4
Science,41,18,71,5
Science,57,27,97,1
Science,30,5,87,3
Math,44,22,60,4
History,105,5,60,5
English,46,8,68,1
Math,87,23,71,1
English,92,26,77,5
History,80,17,81,3
History,48,22,94,5
Science,97,17,64,5
English,80,10,66,3
History,114,22,74,1
History,58,25,94,2
Math,113,21,90,1
English,34,18,69,2
Math,83,21,81,2
Math,77,6,77,3
Math,58,27,84,4
Math,88,28,81,2
Science,107,20,100,5
Science,95,26,89,5
Science,85,5,97,1
Math,88,8,60,2
Science,41,30,84,1
Math,84,24,64,1
Math,76,25,98,3
Math,57,6,97,3
Science,104,19,82,2
History,63,10,84,3
Science,95,11,85,2
History,41,13,62,3
History,45,11,60,3
English,66,13,76,2
English,39,29,71,1
History,75,9,69,3
Science,69,14,70,5
History,101,8,69,3
Math,60,25,79,5
Science,67,17,64,4
Math,55,21,92,4
Math,45,17,84,1
Science,105,25,91,3
Math,79,12,66,4
History,89,18,96,4
Science,75,26,61,3
Science,63,22,66,4
Science,30,15,85,3
History,49,10,72,5
History,45,16,89,2
Math,81,21,65,1
History,50,9,82,2
Math,60,14,64,4
Science,75,25,73,1
Science,69,8,99,1
Math,99,13,69,3
Science,48,23,92,3
Science,66,17,78,3
English,69,18,79,4
Science,51,15,73,1
Math,103,29,80,3
Math,81,14,68,5
English,74,19,71,1
History,112,15,96,1
History,70,12,84,5
English,103,22,94,5
English,33,29,72,1
History,34,17,60,2
English,61,25,82,2
History,89,26,91,1
English,45,12,92,5
English,44,20,94,4
History,80,14,95,3
Math,62,18,74,4
Science,75,8,85,4
Math,98,21,81,1
History,50,18,72,3
Math,94,26,60,2
Science,52,27,98,4
History,72,28,92,5
History,90,30,60,1
History,88,18,75,3
Math,111,11,67,1
English,117,26,98,5
History,35,8,80,1
Math,33,15,67,1
English,34,6,94,2
History,61,10,70,4
Science,57,25,85,3
English,102,17,96,4
English,44,29,91,5
Science,88,14,63,1
Math,106,25,87,3
Math,68,8,96,3
Science,48,7,75,3
English,115,10,72,1
History,54,22,87,4
History,117,20,66,1
Science,102,11,64,5
Science,118,28,92,1
English,110,6,60,2
Science,88,16,88,2
English,50,12,80,4
Math,96,8,81,1
English,98,5,60,5
English,113,20,72,5
Math,64,10,87,5
Science,72,23,76,3
English,77,13,83,2
Science,39,28,61,4
Math,101,17,72,1
